image,source_class,mapped_class,image_type,evaluation_eligibility,exclusion_reason
Rhizome Healthy Root00082.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00082.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00083.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00083.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00084.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00084.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00085.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00085.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00086.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00086.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00087.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00087.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00088.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00088.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00089.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00089.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00090.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00090.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00091.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00091.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00092.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00092.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00096.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00096.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00097.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00097.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00098.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00098.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00099.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00099.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00100.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00100.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00101.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00101.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00102.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00102.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00103.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00103.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00104.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00104.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00105.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00105.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00106.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00106.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00107.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00107.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00108.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00108.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00109.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00109.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00110.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00110.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00111.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00111.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00112.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00112.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00114.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00114.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00115.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00115.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00117.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00117.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00118.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00118.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00119.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00119.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00120.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00120.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00121.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00121.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00122.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00122.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00123.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00123.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00124.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00124.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00125.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00125.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00126.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00126.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00127.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00127.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00131.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00131.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00132.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00132.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00134.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00134.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00135.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00135.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00136.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00136.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00137.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00137.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00138.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00138.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00139.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00139.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00140.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00140.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00141.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00141.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00142.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00142.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00143.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00143.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00144.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00144.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00145.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00145.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00146.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00146.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00147.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00147.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00148.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00148.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00149.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00149.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00150.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00150.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00151.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00151.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00152.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00152.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00153.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00153.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00154.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00154.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00155.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00155.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00156.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00156.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00157.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00157.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00158.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00158.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00159.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00159.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00160.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00160.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00161.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00161.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00162.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00162.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00163.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00163.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00164.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00164.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00165.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00165.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00166.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00166.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00167.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00167.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00168.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00168.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00169.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00169.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00170.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00170.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00171.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00171.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00172.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00172.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00173.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00173.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00174.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00174.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00175.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00175.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00176.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00176.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00177.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
Rhizome Healthy Root00177.JPG,Rhizome Healthy Root,Unmapped,rhizome_root,EXCLUDED,Subterranean rhizome root anatomy; model is strictly a foliar pathology system
